Z=0.020000,Y=0.270,000 OS=0,.20 l/Hp,1.7432,01 [Fe/,H]= 0.0,46320 [,Alpha/F,e]= 0.00,,
M/Msun,logT,logL/Ls,logg,Mv,U-B,B-V,V-R,V-I,#(x=-1),#(x=1.35),#(x=3)
age(Gyr)=,0.001  3,5 points,,,,,,,,,
1.2291241,3.5661,2.7803,0.9636,-0.668,2.263,1.719,0.953,1.979,1.02E-01,2.75E-02,9.61E-03
1.2291727,3.5606,2.8371,0.8848,-0.69,2.37,1.776,0.992,2.084,9.31E-02,2.50E-02,8.74E-03
1.2292172,3.5551,2.8934,0.8066,-0.704,2.479,1.835,1.033,2.197,8.52E-02,2.29E-02,8.00E-03
1.2292579,3.5495,2.9492,0.7284,-0.71,2.594,1.898,1.076,2.316,7.78E-02,2.09E-02,7.30E-03
1.229295,3.5439,3.0043,0.6509,-0.709,2.712,1.961,1.122,2.44,6.98E-02,1.87E-02,6.55E-03
1.2293277,3.5381,3.0579,0.5741,-0.695,2.837,2.028,1.171,2.573,6.33E-02,1.70E-02,5.94E-03
1.2293583,3.5322,3.1108,0.4976,-0.669,2.967,2.097,1.222,2.714,5.80E-02,1.56E-02,5.44E-03
1.2293857,3.5263,3.1632,0.4216,-0.635,3.099,2.167,1.276,2.862,5.33E-02,1.43E-02,5.00E-03
1.2294116,3.5203,3.215,0.3458,-0.591,3.236,2.24,1.332,3.018,5.03E-02,1.35E-02,4.72E-03
1.229436,3.5143,3.2663,0.2705,-0.542,3.374,2.314,1.389,3.179,4.75E-02,1.27E-02,4.46E-03
1.2294591,3.5081,3.3147,0.1973,-0.475,3.517,2.392,1.449,3.349,4.42E-02,1.19E-02,4.15E-03
1.2294802,3.5016,3.3593,0.1267,-0.385,3.665,2.474,1.513,3.533,2.11E-02,5.66E-03,1.98E-03
,,,,,,,,,,,
age(Gyr)=,7.000 14,0 points,,,,,,,,,
0.4,3.4598,-1.9393,4.7705,13.01,1.61,1.876,1.514,3.47,2.23E+01,8.11E+01,1.77E+02
0.4223206,3.4794,-1.8364,4.7696,12.284,1.476,1.763,1.352,3.102,4.45E+01,1.47E+02,3.01E+02
0.4445268,3.4992,-1.7339,4.7685,11.659,1.393,1.681,1.238,2.813,4.43E+01,1.30E+02,2.44E+02
0.466634,3.5189,-1.6318,4.7663,11.053,1.322,1.602,1.133,2.539,4.43E+01,1.16E+02,2.00E+02
0.4887814,3.5386,-1.5295,4.7629,10.464,1.261,1.522,1.034,2.279,4.67E+01,1.09E+02,1.75E+02
0.5133834,3.5578,-1.4261,4.7577,9.9,1.242,1.46,0.963,2.045,5.22E+01,1.09E+02,1.61E+02
0.5410181,3.5764,-1.3219,4.7506,9.372,1.237,1.403,0.906,1.838,5.57E+01,1.03E+02,1.39E+02
0.5690518,3.5951,-1.2188,4.7443,8.881,1.236,1.339,0.853,1.661,5.64E+01,9.24E+01,1.15E+02
0.5973893,3.6139,-1.1162,4.738,8.426,1.22,1.27,0.798,1.508,6.65E+01,9.64E+01,1.10E+02
0.6355792,3.6306,-1.0007,4.7162,7.987,1.18,1.206,0.745,1.386,4.53E+01,5.90E+01,6.26E+01
0.6426927,3.6335,-0.9793,4.7112,7.91,1.169,1.195,0.736,1.366,1.41E+01,1.73E+01,1.77E+01
0.6496485,3.6365,-0.9585,4.7071,7.834,1.155,1.184,0.726,1.346,1.41E+01,1.69E+01,1.69E+01
0.6567636,3.6394,-0.9371,4.702,7.757,1.141,1.173,0.717,1.327,1.41E+01,1.65E+01,1.63E+01
0.6637853,3.6424,-0.9159,4.6975,7.682,1.124,1.162,0.707,1.307,1.40E+01,1.60E+01,1.55E+01
0.6707774,3.6454,-0.8947,4.6928,7.606,1.106,1.151,0.697,1.288,1.41E+01,1.57E+01,1.49E+01
0.6778783,3.6483,-0.8732,4.6875,7.531,1.088,1.139,0.687,1.269,1.41E+01,1.53E+01,1.43E+01
0.6848434,3.6513,-0.852,4.6827,7.457,1.069,1.128,0.677,1.25,1.40E+01,1.48E+01,1.36E+01
0.6918537,3.6542,-0.8307,4.6774,7.383,1.05,1.117,0.668,1.232,1.40E+01,1.45E+01,1.31E+01
0.6988038,3.6571,-0.8094,4.6721,7.31,1.031,1.105,0.658,1.214,1.45E+01,1.46E+01,1.30E+01
0.7063199,3.66,-0.788,4.6669,7.237,1.01,1.094,0.649,1.197,1.52E+01,1.50E+01,1.31E+01
0.7140145,3.6629,-0.7663,4.6615,7.163,0.988,1.082,0.639,1.179,1.54E+01,1.48E+01,1.27E+01
0.7216811,3.6658,-0.7446,4.6561,7.09,0.964,1.07,0.63,1.162,1.54E+01,1.44E+01,1.22E+01
0.7294085,3.6686,-0.7228,4.6501,7.017,0.94,1.059,0.62,1.145,1.52E+01,1.39E+01,1.15E+01
0.7369126,3.6715,-0.7013,4.6446,6.945,0.915,1.047,0.611,1.128,1.52E+01,1.36E+01,1.11E+01
0.7446243,3.6743,-0.6794,4.6385,6.873,0.889,1.036,0.602,1.112,1.55E+01,1.35E+01,1.08E+01
0.752381,3.6772,-0.657,4.6322,6.799,0.862,1.024,0.592,1.095,1.53E+01,1.30E+01,1.02E+01
0.759944,3.6801,-0.6353,4.6264,6.728,0.835,1.012,0.583,1.078,1.52E+01,1.27E+01,9.80E+00
0.7676295,3.6829,-0.613,4.6197,6.656,0.808,1,0.574,1.063,1.52E+01,1.24E+01,9.40E+00
0.7751692,3.6857,-0.5911,4.6132,6.586,0.781,0.989,0.565,1.047,1.50E+01,1.19E+01,8.91E+00
0.7826467,3.6886,-0.5692,4.6071,6.515,0.753,0.977,0.556,1.031,1.51E+01,1.17E+01,8.61E+00
0.7902428,3.6914,-0.5468,4.6001,6.444,0.727,0.965,0.547,1.016,1.51E+01,1.15E+01,8.31E+00
0.7977689,3.6942,-0.5246,4.5932,6.374,0.701,0.953,0.538,1.001,1.55E+01,1.15E+01,8.18E+00
0.805717,3.697,-0.5022,4.5863,6.304,0.676,0.941,0.53,0.987,1.61E+01,1.16E+01,8.18E+00
0.8138556,3.6998,-0.4798,4.5795,6.234,0.651,0.928,0.521,0.972,1.61E+01,1.14E+01,7.88E+00
0.8218492,3.7026,-0.4575,4.5726,6.165,0.627,0.916,0.513,0.958,1.60E+01,1.11E+01,7.53E+00
0.8298883,3.7054,-0.435,4.5655,6.096,0.602,0.904,0.505,0.944,1.61E+01,1.09E+01,7.28E+00
0.8379576,3.7081,-0.4123,4.5578,6.026,0.578,0.891,0.497,0.93,1.60E+01,1.05E+01,6.94E+00
0.8458597,3.7109,-0.3899,4.5507,5.957,0.553,0.879,0.488,0.917,1.59E+01,1.02E+01,6.64E+00
0.8538283,3.7137,-0.3671,4.5432,5.888,0.528,0.866,0.48,0.903,1.58E+01,1.00E+01,6.38E+00
0.8616899,3.7164,-0.3444,4.5353,5.819,0.504,0.854,0.472,0.89,1.58E+01,9.79E+00,6.15E+00
0.8696648,3.7191,-0.3213,4.527,5.75,0.481,0.841,0.465,0.877,1.58E+01,9.56E+00,5.92E+00
0.8774828,3.7219,-0.2984,4.5192,5.681,0.457,0.828,0.457,0.864,1.56E+01,9.25E+00,5.64E+00
0.8852782,3.7246,-0.2755,4.5109,5.614,0.434,0.816,0.449,0.851,1.57E+01,9.10E+00,5.47E+00
0.8931602,3.7273,-0.2521,4.5022,5.545,0.412,0.803,0.442,0.839,1.57E+01,8.95E+00,5.30E+00
0.9010209,3.73,-0.2287,4.4934,5.477,0.39,0.791,0.434,0.827,1.63E+01,9.06E+00,5.29E+00
0.9094371,3.7327,-0.2052,4.4847,5.409,0.369,0.778,0.427,0.814,1.69E+01,9.19E+00,5.29E+00
0.9179021,3.7353,-0.1813,4.4752,5.34,0.349,0.766,0.42,0.803,1.70E+01,9.08E+00,5.14E+00
0.9264686,3.7379,-0.157,4.4654,5.271,0.33,0.754,0.413,0.791,1.70E+01,8.87E+00,4.95E+00
0.9349213,3.7405,-0.1327,4.4554,5.203,0.312,0.742,0.407,0.78,1.71E+01,8.75E+00,4.81E+00
0.9436061,3.743,-0.1076,4.4443,5.132,0.294,0.73,0.4,0.769,1.72E+01,8.61E+00,4.66E+00
0.9521601,3.7455,-0.0827,4.4333,5.063,0.276,0.718,0.394,0.758,1.71E+01,8.38E+00,4.47E+00
0.9607366,3.748,-0.0574,4.4219,4.992,0.259,0.707,0.388,0.747,1.74E+01,8.32E+00,4.37E+00
0.9695508,3.7504,-0.0312,4.4093,4.92,0.242,0.695,0.382,0.737,1.76E+01,8.23E+00,4.26E+00
0.978298,3.7528,-0.0051,4.3967,4.848,0.226,0.683,0.376,0.726,1.78E+01,8.18E+00,4.17E+00
0.9873741,3.7551,0.0222,4.3826,4.774,0.21,0.672,0.37,0.717,1.82E+01,8.17E+00,4.10E+00
0.9964876,3.7573,0.0498,4.3678,4.699,0.196,0.661,0.365,0.707,1.95E+01,8.54E+00,4.22E+00
1.0068281,3.7593,0.0791,4.351,4.62,0.184,0.651,0.36,0.698,2.21E+01,9.47E+00,4.60E+00
1.0185985,3.761,0.111,4.3309,4.536,0.173,0.642,0.355,0.691,2.42E+01,1.01E+01,4.82E+00
1.0310714,3.7625,0.1447,4.3085,4.447,0.164,0.634,0.351,0.684,2.42E+01,9.83E+00,4.60E+00
1.0428243,3.7639,0.1792,4.2845,4.356,0.156,0.626,0.347,0.677,2.32E+01,9.14E+00,4.20E+00
1.054221,3.7652,0.2148,4.2589,4.262,0.149,0.619,0.343,0.671,2.31E+01,8.90E+00,4.01E+00
1.0659428,3.7662,0.2531,4.2294,4.163,0.144,0.613,0.34,0.665,2.33E+01,8.73E+00,3.86E+00
1.0774993,3.767,0.2932,4.1971,4.058,0.14,0.607,0.337,0.66,2.40E+01,8.78E+00,3.82E+00
1.089977,3.7673,0.3374,4.1591,3.944,0.138,0.604,0.335,0.657,2.38E+01,8.48E+00,3.62E+00
1.101303,3.7667,0.3791,4.1195,3.837,0.141,0.604,0.334,0.657,2.07E+01,7.18E+00,3.01E+00
1.1106267,3.7652,0.4131,4.0832,3.752,0.147,0.608,0.336,0.66,1.73E+01,5.89E+00,2.44E+00
1.1185846,3.763,0.4417,4.0489,3.681,0.158,0.615,0.339,0.666,1.45E+01,4.86E+00,1.99E+00
1.125115,3.7602,0.4644,4.0175,3.627,0.172,0.626,0.343,0.674,1.19E+01,3.95E+00,1.60E+00
1.1305253,3.7567,0.4818,3.9882,3.588,0.19,0.64,0.349,0.685,9.54E+00,3.12E+00,1.25E+00
1.1346576,3.7527,0.4929,3.9627,3.566,0.212,0.656,0.356,0.698,7.28E+00,2.36E+00,9.41E-01
1.1378009,3.7482,0.4984,3.9404,3.56,0.238,0.674,0.365,0.714,5.52E+00,1.78E+00,7.07E-01
1.1401813,3.7435,0.4989,3.922,3.569,0.265,0.694,0.374,0.731,4.21E+00,1.35E+00,5.34E-01
1.1420098,3.7389,0.4965,3.9067,3.585,0.291,0.713,0.384,0.748,3.33E+00,1.06E+00,4.20E-01
1.1435151,3.7342,0.4919,3.8931,3.608,0.319,0.732,0.394,0.766,2.74E+00,8.71E-01,3.43E-01
1.1447478,3.7296,0.4863,3.8807,3.634,0.348,0.751,0.404,0.783,2.34E+00,7.42E-01,2.92E-01
1.145855,3.725,0.4805,3.8686,3.662,0.378,0.769,0.414,0.801,2.16E+00,6.84E-01,2.69E-01
1.1469089,3.7203,0.4751,3.8556,3.69,0.411,0.788,0.425,0.82,2.07E+00,6.54E-01,2.56E-01
1.1479253,3.7157,0.4709,3.8417,3.716,0.443,0.807,0.436,0.839,2.06E+00,6.48E-01,2.54E-01
1.148966,3.711,0.4692,3.825,3.737,0.477,0.825,0.447,0.858,2.16E+00,6.78E-01,2.65E-01
1.1500814,3.7064,0.4712,3.8051,3.748,0.511,0.843,0.457,0.877,2.38E+00,7.47E-01,2.92E-01
1.1513475,3.7018,0.4801,3.7782,3.743,0.544,0.861,0.468,0.895,2.71E+00,8.47E-01,3.30E-01
1.1527876,3.6975,0.4979,3.7438,3.713,0.575,0.877,0.478,0.913,3.04E+00,9.50E-01,3.69E-01
1.1543919,3.6939,0.5263,3.7016,3.654,0.601,0.89,0.485,0.926,3.21E+00,9.97E-01,3.87E-01
1.1559945,3.6911,0.5622,3.6551,3.572,0.621,0.899,0.49,0.935,3.11E+00,9.64E-01,3.73E-01
1.157501,3.6891,0.6021,3.6077,3.477,0.634,0.905,0.493,0.941,2.91E+00,9.00E-01,3.48E-01
1.1589073,3.6876,0.6442,3.5602,3.374,0.644,0.908,0.494,0.944,2.71E+00,8.36E-01,3.22E-01
1.1602128,3.6864,0.6875,3.5126,3.267,0.651,0.911,0.495,0.946,2.51E+00,7.70E-01,2.96E-01
1.161413,3.6853,0.7314,3.4647,3.159,0.657,0.914,0.495,0.947,2.31E+00,7.07E-01,2.72E-01
1.1625199,3.6842,0.7755,3.4166,3.049,0.664,0.917,0.495,0.948,2.13E+00,6.51E-01,2.50E-01
1.1635398,3.6831,0.8198,3.3683,2.94,0.671,0.92,0.495,0.95,1.96E+00,5.99E-01,2.30E-01
1.164483,3.6819,0.864,3.3197,2.831,0.678,0.923,0.496,0.951,1.82E+00,5.53E-01,2.12E-01
1.1653551,3.6806,0.9082,3.2706,2.723,0.687,0.927,0.497,0.954,1.69E+00,5.13E-01,1.96E-01
1.1661687,3.6793,0.9525,3.2214,2.615,0.696,0.931,0.498,0.956,1.57E+00,4.77E-01,1.82E-01
1.1669259,3.6778,0.9968,3.1714,2.509,0.707,0.936,0.499,0.96,1.43E+00,4.35E-01,1.66E-01
1.1676021,3.6762,1.0401,3.1219,2.406,0.718,0.942,0.501,0.964,1.29E+00,3.91E-01,1.49E-01
1.1682189,3.6746,1.0838,3.072,2.303,0.73,0.949,0.503,0.968,1.19E+00,3.58E-01,1.36E-01
1.1687872,3.673,1.1271,3.0226,2.201,0.743,0.955,0.506,0.973,1.09E+00,3.30E-01,1.25E-01
1.1693107,3.6712,1.1699,2.9728,2.103,0.757,0.963,0.509,0.978,1.01E+00,3.03E-01,1.15E-01
1.1697925,3.6692,1.2124,2.9224,2.007,0.772,0.973,0.512,0.985,9.22E-01,2.78E-01,1.05E-01
1.1702324,3.6674,1.2552,2.8726,1.909,0.787,0.982,0.515,0.991,8.43E-01,2.54E-01,9.63E-02
1.1706356,3.6654,1.2971,2.8228,1.815,0.803,0.992,0.519,0.998,7.75E-01,2.33E-01,8.84E-02
1.1710071,3.6633,1.3387,2.773,1.724,0.82,1.003,0.523,1.007,7.14E-01,2.15E-01,8.14E-02
1.1713499,3.6611,1.3801,2.7229,1.634,0.839,1.015,0.528,1.015,6.53E-01,1.96E-01,7.44E-02
1.1716603,3.6589,1.4214,2.6729,1.545,0.858,1.028,0.533,1.025,6.07E-01,1.82E-01,6.90E-02
1.1719568,3.6568,1.463,2.623,1.455,0.876,1.04,0.538,1.034,5.85E-01,1.76E-01,6.65E-02
1.1722454,3.6546,1.504,2.5733,1.367,0.896,1.053,0.544,1.044,6.26E-01,1.88E-01,7.10E-02
1.1725826,3.6525,1.5453,2.5238,1.279,0.916,1.066,0.549,1.054,1.05E+00,3.14E-01,1.19E-01
1.1732937,3.6537,1.5345,2.5396,1.297,0.904,1.059,0.546,1.048,9.70E-01,2.91E-01,1.10E-01
1.173553,3.6515,1.5747,2.4907,1.212,0.925,1.073,0.552,1.058,4.60E-01,1.38E-01,5.19E-02
1.1737534,3.6492,1.6152,2.4411,1.128,0.949,1.087,0.559,1.07,5.07E-01,1.51E-01,5.72E-02
1.1740595,3.6451,1.6819,2.3581,0.994,0.993,1.113,0.571,1.093,5.74E-01,1.71E-01,6.47E-02
1.1743271,3.641,1.7477,2.276,0.864,1.041,1.139,0.584,1.117,5.05E-01,1.51E-01,5.69E-02
1.1745649,3.6368,1.8133,2.1937,0.736,1.092,1.166,0.598,1.142,4.49E-01,1.34E-01,5.05E-02
1.1747758,3.6326,1.8787,2.1116,0.61,1.146,1.192,0.613,1.168,3.96E-01,1.18E-01,4.46E-02
1.174961,3.6283,1.9435,2.0296,0.489,1.203,1.219,0.627,1.197,3.49E-01,1.04E-01,3.93E-02
1.1751252,3.624,2.0081,1.9479,0.37,1.262,1.246,0.643,1.229,3.10E-01,9.24E-02,3.48E-02
1.1752709,3.6197,2.0728,1.8661,0.253,1.324,1.274,0.66,1.263,2.74E-01,8.17E-02,3.08E-02
1.1753991,3.6152,2.1366,1.7843,0.145,1.393,1.304,0.678,1.302,2.40E-01,7.17E-02,2.70E-02
1.1755113,3.6106,2.1991,1.7035,0.044,1.467,1.335,0.699,1.346,2.13E-01,6.35E-02,2.39E-02
1.1756121,3.606,2.2617,1.6225,-0.054,1.542,1.367,0.72,1.393,1.92E-01,5.71E-02,2.15E-02
1.1757031,3.6013,2.3236,1.5418,-0.146,1.619,1.401,0.742,1.444,1.86E-01,5.55E-02,2.09E-02
1.1757983,3.5966,2.3857,1.461,-0.234,1.698,1.436,0.765,1.5,1.68E-01,5.02E-02,1.89E-02
1.1758715,3.5918,2.4468,1.3807,-0.312,1.781,1.475,0.791,1.562,1.41E-01,4.20E-02,1.58E-02
1.1759392,3.587,2.5081,1.3002,-0.386,1.867,1.517,0.818,1.631,1.29E-01,3.83E-02,1.44E-02
1.1760001,3.5821,2.5684,1.2203,-0.45,1.957,1.562,0.848,1.706,1.15E-01,3.43E-02,1.29E-02
1.1760545,3.5771,2.6283,1.1405,-0.507,2.051,1.61,0.88,1.787,1.03E-01,3.07E-02,1.15E-02
1.1761031,3.572,2.6871,1.0613,-0.556,2.148,1.659,0.913,1.873,9.18E-02,2.73E-02,1.03E-02
1.1761463,3.5668,2.745,0.9826,-0.594,2.247,1.711,0.948,1.966,8.05E-02,2.40E-02,9.01E-03
1.1761836,3.5614,2.8009,0.9051,-0.617,2.352,1.767,0.986,2.069,7.16E-02,2.13E-02,8.02E-03
1.1762179,3.556,2.8562,0.8282,-0.633,2.458,1.825,1.026,2.178,6.67E-02,1.98E-02,7.47E-03
1.1762503,3.5504,2.9111,0.7509,-0.637,2.572,1.887,1.069,2.296,6.03E-02,1.79E-02,6.75E-03
1.1762782,3.5449,2.9653,0.6747,-0.637,2.687,1.949,1.113,2.417,5.47E-02,1.63E-02,6.12E-03
1.176305,3.5392,3.0189,0.5983,-0.626,2.809,2.014,1.161,2.546,4.98E-02,1.48E-02,5.57E-03
1.176328,3.5334,3.0708,0.5233,-0.602,2.936,2.082,1.211,2.684,4.59E-02,1.37E-02,5.14E-03
1.1763509,3.5276,3.1226,0.4483,-0.571,3.066,2.15,1.264,2.828,4.21E-02,1.25E-02,4.71E-03
1.1763701,3.5218,3.1735,0.3742,-0.532,3.198,2.22,1.318,2.978,3.84E-02,1.14E-02,4.30E-03
1.1763893,3.5159,3.2245,0.2996,-0.486,3.333,2.293,1.374,3.134,3.72E-02,1.11E-02,4.16E-03
1.1764073,3.5098,3.2722,0.2275,-0.422,3.473,2.369,1.432,3.3,3.45E-02,1.03E-02,3.86E-03
1.1764238,3.5033,3.316,0.1577,-0.332,3.62,2.45,1.496,3.482,3.30E-02,9.82E-03,3.69E-03
1.1764403,3.4969,3.3598,0.0883,-0.238,3.767,2.532,1.56,3.667,1.65E-02,4.91E-03,1.85E-03
,,,,,,,,,,,
age(Gyr)=,8.000 14,0 points,,,,,,,,,
0.4,3.46,-1.9366,4.7686,13,1.61,1.875,1.513,3.468,2.20E+01,8.00E+01,1.75E+02
0.4220047,3.4795,-1.8348,4.768,12.279,1.476,1.763,1.352,3.101,4.39E+01,1.45E+02,2.97E+02
0.4438615,3.499,-1.7335,4.7667,11.662,1.395,1.682,1.239,2.816,4.37E+01,1.29E+02,2.42E+02
0.4657407,3.5186,-1.632,4.7645,11.059,1.324,1.603,1.134,2.543,4.38E+01,1.15E+02,2.00E+02
0.4876199,3.5381,-1.5306,4.761,10.475,1.263,1.524,1.036,2.286,4.59E+01,1.08E+02,1.73E+02
0.5116225,3.5572,-1.4278,4.7555,9.914,1.243,1.462,0.965,2.052,5.13E+01,1.08E+02,1.60E+02
0.5389469,3.5758,-1.3239,4.7486,9.385,1.238,1.405,0.908,1.845,5.51E+01,1.03E+02,1.40E+02
0.5667039,3.5943,-1.2213,4.7418,8.896,1.237,1.342,0.855,1.668,5.58E+01,9.24E+01,1.16E+02
0.594746,3.6129,-1.1196,4.7355,8.444,1.222,1.274,0.801,1.515,6.48E+01,9.51E+01,1.10E+02
0.631553,3.6296,-1.0058,4.7145,8.008,1.183,1.21,0.748,1.393,4.37E+01,5.77E+01,6.18E+01
0.6384361,3.6326,-0.985,4.7104,7.931,1.172,1.198,0.739,1.372,1.38E+01,1.72E+01,1.78E+01
0.6453427,3.6355,-0.964,4.7057,7.855,1.16,1.188,0.729,1.353,1.39E+01,1.70E+01,1.72E+01
0.652356,3.6384,-0.9427,4.7007,7.779,1.146,1.177,0.72,1.333,1.39E+01,1.65E+01,1.65E+01
0.6592523,3.6413,-0.9217,4.6959,7.704,1.13,1.166,0.71,1.314,1.38E+01,1.60E+01,1.56E+01
0.6661131,3.6442,-0.9007,4.691,7.63,1.113,1.155,0.701,1.295,1.37E+01,1.55E+01,1.49E+01
0.6729769,3.6472,-0.8796,4.6863,7.555,1.095,1.144,0.691,1.276,1.37E+01,1.52E+01,1.43E+01
0.6798371,3.6501,-0.8586,4.6813,7.482,1.076,1.132,0.681,1.258,1.38E+01,1.49E+01,1.39E+01
0.6868213,3.653,-0.8371,4.6759,7.407,1.057,1.121,0.672,1.239,1.39E+01,1.46E+01,1.34E+01
0.6937082,3.6559,-0.8158,4.6705,7.334,1.038,1.11,0.662,1.221,1.38E+01,1.42E+01,1.27E+01
0.7005844,3.6588,-0.7946,4.6652,7.261,1.018,1.098,0.652,1.204,1.45E+01,1.45E+01,1.28E+01
0.7081643,3.6616,-0.7729,4.6594,7.188,0.997,1.087,0.643,1.186,1.51E+01,1.48E+01,1.29E+01
0.7156909,3.6645,-0.7514,4.654,7.115,0.974,1.075,0.634,1.169,1.50E+01,1.44E+01,1.23E+01
0.7231739,3.6673,-0.7299,4.6483,7.043,0.951,1.064,0.624,1.152,1.51E+01,1.41E+01,1.18E+01
0.730805,3.6701,-0.7079,4.642,6.97,0.926,1.053,0.615,1.136,1.52E+01,1.38E+01,1.14E+01
0.738353,3.6729,-0.686,4.6358,6.898,0.901,1.041,0.606,1.119,1.50E+01,1.33E+01,1.08E+01
0.7458188,3.6757,-0.6642,4.6296,6.826,0.875,1.03,0.597,1.103,1.49E+01,1.30E+01,1.03E+01
0.7532799,3.6786,-0.6424,4.6237,6.754,0.848,1.018,0.587,1.087,1.49E+01,1.26E+01,9.90E+00
0.760695,3.6814,-0.6205,4.6172,6.683,0.821,1.006,0.578,1.071,1.49E+01,1.23E+01,9.52E+00
0.7681485,3.6842,-0.5984,4.6106,6.612,0.794,0.995,0.569,1.055,1.48E+01,1.20E+01,9.12E+00
0.7755084,3.687,-0.5765,4.604,6.541,0.767,0.983,0.56,1.04,1.47E+01,1.17E+01,8.72E+00
0.7828718,3.6898,-0.5544,4.5972,6.471,0.741,0.971,0.551,1.024,1.47E+01,1.14E+01,8.38E+00
0.7901977,3.6926,-0.5322,4.5903,6.401,0.714,0.959,0.543,1.009,1.46E+01,1.11E+01,8.03E+00
0.7974891,3.6954,-0.51,4.5832,6.331,0.689,0.947,0.534,0.995,1.51E+01,1.12E+01,7.98E+00
0.8052603,3.6981,-0.4875,4.5758,6.261,0.665,0.935,0.526,0.98,1.56E+01,1.13E+01,7.95E+00
0.8130925,3.7009,-0.4652,4.5689,6.192,0.64,0.923,0.518,0.966,1.57E+01,1.11E+01,7.68E+00
0.8209255,3.7036,-0.4428,4.5614,6.123,0.617,0.911,0.51,0.952,1.57E+01,1.09E+01,7.39E+00
0.8287626,3.7063,-0.4202,4.5538,6.054,0.593,0.899,0.501,0.939,1.56E+01,1.06E+01,7.10E+00
0.8365542,3.709,-0.3975,4.5459,5.984,0.569,0.886,0.493,0.925,1.55E+01,1.03E+01,6.80E+00
0.8442961,3.7118,-0.3748,4.5384,5.915,0.544,0.874,0.485,0.912,1.56E+01,1.01E+01,6.57E+00
0.8521264,3.7145,-0.3517,4.5301,5.845,0.52,0.861,0.477,0.898,1.55E+01,9.82E+00,6.29E+00
0.8597662,3.7172,-0.3289,4.522,5.776,0.496,0.849,0.47,0.885,1.53E+01,9.53E+00,6.02E+00
0.8674662,3.7199,-0.3058,4.5136,5.707,0.473,0.837,0.462,0.873,1.54E+01,9.35E+00,5.82E+00
0.8751341,3.7226,-0.2825,4.5049,5.638,0.449,0.824,0.454,0.86,1.53E+01,9.14E+00,5.60E+00
0.8828014,3.7252,-0.2591,4.4957,5.569,0.428,0.812,0.447,0.848,1.51E+01,8.83E+00,5.33E+00
0.8902431,3.7279,-0.236,4.487,5.501,0.405,0.799,0.439,0.835,1.51E+01,8.65E+00,5.15E+00
0.8979024,3.7305,-0.2121,4.4773,5.432,0.385,0.787,0.432,0.823,1.56E+01,8.77E+00,5.15E+00
0.9058784,3.7331,-0.1884,4.4678,5.364,0.364,0.775,0.425,0.812,1.64E+01,8.99E+00,5.20E+00
0.9142575,3.7356,-0.1638,4.4572,5.294,0.345,0.764,0.419,0.8,1.67E+01,8.98E+00,5.12E+00
0.9225685,3.7381,-0.1391,4.4464,5.224,0.327,0.752,0.412,0.789,1.67E+01,8.77E+00,4.93E+00
0.9309081,3.7406,-0.1142,4.4354,5.155,0.309,0.74,0.406,0.778,1.68E+01,8.66E+00,4.79E+00
0.9393693,3.743,-0.0885,4.4233,5.083,0.292,0.729,0.399,0.767,1.69E+01,8.55E+00,4.66E+00
0.947846,3.7454,-0.0627,4.411,5.011,0.275,0.717,0.393,0.757,1.71E+01,8.46E+00,4.54E+00
0.9564817,3.7477,-0.0361,4.3975,4.938,0.259,0.706,0.387,0.747,1.74E+01,8.42E+00,4.46E+00
0.9652554,3.7499,-0.0089,4.3831,4.863,0.244,0.695,0.382,0.737,1.76E+01,8.33E+00,4.34E+00
0.9740701,3.7521,0.0186,4.3683,4.788,0.229,0.685,0.376,0.727,1.80E+01,8.34E+00,4.28E+00
0.9832615,3.7541,0.0471,4.3519,4.711,0.215,0.674,0.371,0.718,1.91E+01,8.65E+00,4.38E+00
0.9931666,3.756,0.0773,4.3336,4.63,0.203,0.665,0.366,0.71,2.09E+01,9.24E+00,4.60E+00
1.0041459,3.7576,0.1098,4.3123,4.544,0.192,0.656,0.362,0.702,2.19E+01,9.44E+00,4.61E+00
1.0150512,3.759,0.1438,4.2886,4.454,0.183,0.648,0.358,0.696,2.18E+01,9.18E+00,4.41E+00
1.0259709,3.7602,0.1799,4.262,4.359,0.176,0.641,0.354,0.689,2.19E+01,9.00E+00,4.24E+00
1.0369841,3.7611,0.2183,4.2318,4.259,0.17,0.635,0.351,0.684,2.23E+01,8.94E+00,4.14E+00
1.0483186,3.7617,0.2597,4.1975,4.151,0.166,0.631,0.348,0.68,2.28E+01,8.91E+00,4.05E+00
1.0598204,3.7617,0.3025,4.1595,4.041,0.166,0.628,0.346,0.677,2.15E+01,8.17E+00,3.65E+00
1.0697901,3.7608,0.3414,4.121,3.942,0.17,0.63,0.346,0.678,1.80E+01,6.70E+00,2.95E+00
1.0778202,3.7591,0.3737,4.0852,3.862,0.178,0.635,0.348,0.682,1.46E+01,5.33E+00,2.32E+00
1.0843531,3.7567,0.4002,4.0517,3.797,0.191,0.644,0.352,0.689,1.18E+01,4.27E+00,1.84E+00
1.0896588,3.7536,0.4209,4.0207,3.749,0.208,0.655,0.357,0.699,9.38E+00,3.34E+00,1.43E+00
1.0937369,3.7498,0.4351,3.9929,3.72,0.229,0.671,0.364,0.711,7.36E+00,2.60E+00,1.10E+00
1.0970155,3.7456,0.4439,3.9686,3.705,0.254,0.688,0.372,0.726,5.66E+00,1.99E+00,8.39E-01
